date,type,rating,prediction,confidence,returns,pnl,fold,exit_date,pnl_net
2015-07-01,CPI,5.0,1,0.8183898,6.490342354087635,6.490342354087635,2,2015-07-03,6.300342354087634
2015-09-01,CPI,-5.0,0,0.8507652,-1.0756671782088842,1.0756671782088842,2,2015-09-03,0.8856671782088843
2015-10-01,CPI,5.0,0,0.8873346,-2.110759714490871,2.110759714490871,2,2015-10-03,1.9207597144908712
2016-11-01,CPI,5.0,1,0.9607831,-1.0797109016146538,-1.0797109016146538,3,2016-11-03,-1.2697109016146537
2018-03-01,CPI,3.0,0,0.8595269,-3.148747195891313,3.148747195891313,3,2018-03-03,2.958747195891313
2018-04-01,CPI,4.0,0,0.88886523,-3.0056173275067595,3.0056173275067595,3,2018-04-03,2.8156173275067595
2019-01-01,CPI,-5.0,0,0.6117965,-0.0508220904398382,0.0508220904398382,3,2019-01-03,-0.1391779095601618
2019-02-01,CPI,-5.0,0,0.9338909,-0.0522646821015809,0.0522646821015809,3,2019-02-03,-0.13773531789841909
2019-06-01,CPI,-3.0,1,0.9787339,-5.014048754688572,-5.014048754688572,3,2019-06-03,-5.204048754688572
2019-08-01,CPI,-2.0,1,0.908351,8.096878329443184,8.096878329443184,3,2019-08-03,7.906878329443184
2019-09-01,CPI,-3.0,1,0.732666,-4.849233748173999,-4.849233748173999,3,2019-09-03,-5.0392337481739995
2019-10-01,CPI,-2.0,1,0.87955064,3.358094806762254,3.358094806762254,3,2019-10-03,3.168094806762254
2020-03-01,CPI,-5.0,1,0.9529479,1.4103192032327696,1.4103192032327696,3,2020-03-03,1.2203192032327697
2020-04-01,CPI,-5.0,1,0.7084256,2.694056723008728,2.694056723008728,3,2020-04-03,2.504056723008728
2020-05-01,CPI,-5.0,0,0.8399129,-3.235290846578668,3.235290846578668,3,2020-05-03,3.045290846578668
2020-06-01,NFP,5.0,0,0.90165067,-5.108190286116229,5.108190286116229,1,2020-06-03,4.9181902861162285
2020-07-01,NFP,5.0,0,0.81876796,-1.0874918434423446,1.0874918434423446,1,2020-07-03,0.8974918434423447
2020-09-01,CPI,5.0,1,0.7080618,3.8451954919149753,3.8451954919149753,4,2020-09-03,3.6551954919149754
2020-10-01,CPI,5.0,0,0.9481687,-7.384405458600203,7.384405458600203,4,2020-10-03,7.194405458600203
2020-10-01,NFP,5.0,0,0.90165067,-7.384405458600203,7.384405458600203,1,2020-10-03,7.194405458600203
2020-11-01,CPI,5.0,0,0.7354282,4.396483258293236,-4.396483258293236,4,2020-11-03,-4.586483258293236
2020-12-01,CPI,4.0,0,0.9895401,-0.2241440188531653,0.2241440188531653,4,2020-12-03,0.03414401885316529
2021-01-01,CPI,3.0,0,0.9627401,-8.169074164848169,8.169074164848169,4,2021-01-03,7.979074164848169
2021-02-01,CPI,5.0,0,0.66629136,-4.65115629112278,4.65115629112278,4,2021-02-03,4.46115629112278
2021-03-01,CPI,5.0,0,0.9338774,-3.364022332719797,3.364022332719797,4,2021-03-03,3.174022332719797
2021-03-01,NFP,5.0,0,0.90165067,-3.364022332719797,3.364022332719797,1,2021-03-03,3.174022332719797
2021-04-01,CPI,5.0,0,0.9803094,0.8707073657848785,-0.8707073657848785,4,2021-04-03,-1.0607073657848785
2021-06-01,CPI,5.0,0,0.9282585,-0.4270138045024447,0.4270138045024447,4,2021-06-03,0.2370138045024447
2021-08-01,NFP,-3.0,1,0.7112367,0.8302628973700413,0.8302628973700413,1,2021-08-03,0.6402628973700413
2021-10-01,NFP,4.0,1,0.6894639,-3.418786188219499,-3.418786188219499,1,2021-10-03,-3.608786188219499
2021-10-01,CPI,5.0,0,0.8770079,-3.418786188219499,3.418786188219499,4,2021-10-03,3.228786188219499
2021-12-01,NFP,-3.0,1,0.84186053,4.032540231218902,4.032540231218902,1,2021-12-03,3.842540231218902
2022-01-01,NFP,-5.0,0,0.6011933,-2.7671126499713794,2.7671126499713794,1,2022-01-03,2.5771126499713795
2022-02-01,CPI,5.0,0,0.9678909,-1.098900270081436,1.098900270081436,4,2022-02-03,0.9089002700814361
2022-02-01,NFP,5.0,0,0.70795643,-1.098900270081436,1.098900270081436,1,2022-02-03,0.9089002700814361
2022-04-01,CPI,4.0,0,0.96764064,-8.333327631015317,8.333327631015317,5,2022-04-03,8.143327631015318
2022-05-01,CPI,4.0,1,0.6386672,3.5267995816796667,3.5267995816796667,5,2022-05-03,3.3367995816796667
2022-06-01,CPI,4.0,0,0.9602203,-0.7587284132497291,0.7587284132497291,5,2022-06-03,0.568728413249729
2022-07-01,NFP,5.0,0,0.96022177,-2.641800669771948,2.641800669771948,2,2022-07-03,2.451800669771948
2022-08-01,CPI,-2.0,0,0.9775086,-1.61749180884877,1.61749180884877,5,2022-08-03,1.42749180884877
2022-08-01,NFP,-5.0,0,0.8056111,-1.61749180884877,1.61749180884877,2,2022-08-03,1.42749180884877
2022-10-01,NFP,2.0,1,0.6146884,-3.897551563921448,-3.897551563921448,2,2022-10-03,-4.087551563921449
2023-01-01,CPI,-4.0,0,0.9106762,5.479430897216422,-5.479430897216422,5,2023-01-03,-5.669430897216422
2023-04-01,NFP,-3.0,0,0.81811035,4.560628792492796,-4.560628792492796,2,2023-04-03,-4.750628792492797
2023-04-01,CPI,-5.0,1,0.9362666,4.560628792492796,4.560628792492796,5,2023-04-03,4.370628792492796
2023-05-01,CPI,-5.0,1,0.8451153,8.888884112202721,8.888884112202721,5,2023-05-03,8.698884112202721
2023-05-01,NFP,-2.0,0,0.9172115,8.888884112202721,-8.888884112202721,2,2023-05-03,-9.07888411220272
2023-06-01,NFP,2.0,0,0.8619967,-3.625025935163439,3.625025935163439,2,2023-06-03,3.435025935163439
2024-08-01,NFP,-5.0,1,0.6044644,10.719542102369122,10.719542102369122,2,2024-08-03,10.529542102369122
2024-08-01,CPI,-4.0,1,0.9570849,10.719542102369122,10.719542102369122,5,2024-08-03,10.529542102369122
2024-09-01,CPI,-5.0,0,0.75413483,5.447670677658692,-5.447670677658692,5,2024-09-03,-5.637670677658693
2024-10-01,NFP,-5.0,1,0.9463794,-5.210460106019829,-5.210460106019829,2,2024-10-03,-5.400460106019829
2024-10-01,CPI,-4.0,0,0.92267615,-5.210460106019829,5.210460106019829,5,2024-10-03,5.020460106019828
